"業種(飲食業）","業種（宿泊業）","施設名称","施設名称カナ","施設郵便番号","施設住所","施設住所(方書)","認証日","施設住所市町村"
"〇","","駅のやきにく屋　さくらんぼ","エキノヤキニクヤ　サクランボ","9992173","高畠町山崎200-1","","2021/06/03","高畠町"
"〇","","excellent","エクセレント","9920045","米沢市中央1-4-1","中央ビル2F","2021/09/13","米沢市"
"〇","","エスプリ　ドゥ　カンパニュー","エスプリ　ドゥ　カンパニュー","9900039","山形市香澄町1-7-7","酒井ビル2F","2021/10/12","山形市"
"〇","","S1　エスワン","エスワン","9900042","山形市七日町4-10-16","","2021/07/19","山形市"
"〇","","越後秘蔵麺無尽蔵寒河江家","エチゴヒゾウメンムジンゾウサガエヤ","9910047","寒河江市新山1-10-1","","2021/07/21","寒河江市"
"〇","","えっちゃん食堂","エッチャンショクドウ","9920261","高畠町大字上和田1113","","2021/06/15","高畠町"
"〇","","江戸寿司","エドスシ","9900039","山形市香澄町1-18-17","","2021/10/19","山形市"
"〇","","江戸寿司支店","エドズシシテン","9900861","山形市江俣3-18-38","","2021/09/29","山形市"
"","〇","江戸屋旅館","エドヤリョカン","9900721","西川町大字大井沢1152","","2021/09/15","西川町"
"〇","","Enoteca（エノテーカ）","エノテーカ","9900039","山形市香澄町2-3-36","ヤマダビル1F","2021/07/06","山形市"
"","〇","えびすや旅館","エビスヤリョカン","9900734","西川町大字志津2","","2021/09/15","西川町"
"","〇","えびや旅館","エビヤリョカン","9902301","山形市蔵王温泉3","","2021/07/16","山形市"
"〇","","Ｆ","エフ","9900039","山形市香澄町1-6-10","佐五郎ビル2F","2021/07/19","山形市"
"〇","","M.","エム","9910032","寒河江市南町1-2-10","","2021/07/30","寒河江市"
"〇","","m'z KITCHEN","エムズキッチン","9902447","山形市元木1-13-30","moh'z内","2021/07/30","山形市"
"〇","","ELLE","エル","9900043","山形市本町2-4-22","","2021/06/24","山形市"
"〇","","縁","エン","9902171","山形市七浦290-5","","2021/10/01","山形市"
"〇","","宴庭　はやと","エンテイ　ハヤト","9993143","上山市二日町9-23","","2021/05/13","上山市"
"〇","","Entrance Bagel & Coffee","エントランス　ベーグル　アンド　コーヒー","9970035","鶴岡市馬場町7-12","","2021/06/10","鶴岡市"
"〇","","円満焼肉　平次","エンマンヤキニク　ヘイジ","9900861","山形市江俣4-19-36","","2021/08/05","山形市"
"〇","","エ・アロール","エ・アロール","9950034","村山市楯岡五日町9-30","","2021/09/28","村山市"
"〇","","王様の焼肉くろぬま　寒河江店","オウサマノヤキニククロヌマ　サガエテン","9910051","寒河江市若葉町14-11","","2021/08/02","寒河江市"
"〇","","王様の焼肉くろぬま天童店","オウサマノヤキニククロヌマテンドウテン","9940002","天童市乱川3-1-32","","2021/07/13","天童市"
"〇","","王様の焼肉くろぬま山形西高前店","オウサマノヤキニククロヌマヤマガタニシコウマエテン","9902495","山形市若葉町6-33","","2021/07/07","山形市"
"〇","","oh! show! cafe","オウショウカフェ","9940103","天童市川原子1303","","2021/07/29","天童市"
"〇","","おうちごはんUn庵","オウチゴハンアンアン","9920045","米沢市中央3-3-20","","2021/09/03","米沢市"
"","〇","桜桃の花　湯坊いちらく","オウトウノハナユボウイチラク","9940025","天童市鎌田本町2-2-21","","2021/05/08","天童市"
"〇","","欧風酒場Diningえん","オウフウサカバダイニングエン","9920039","米沢市門東町3-3-32　","由井ビル2F","2021/10/22","米沢市"
"〇","","欧風レストラン　西洋葡萄","オウフウレストラン　セイヨウブドウ","9992243","南陽市鍋田1833-1","","2021/09/22","南陽市"
"〇","","大川商店","オオカワショウテン","9970031","鶴岡市羽黒町手向字手向16","","2021/10/20","鶴岡市"
"〇","","大蔵食堂","オオクラショクドウ","9960212","大蔵村大字清水2570","","2021/09/15","大蔵村"
"〇","","大蔵山蕎麦　ねぎぼうず","オオクラヤマソバ　ネギボウズ","9960211","大蔵村合海544-55","","2021/08/20","大蔵村"
"〇","","大阪お好み焼き　たこ壺","オオサカオコノミヤキ　タコツボ","9902482","山形市久保田1-7-5","","2021/08/04","山形市"
"〇","","太田商店","オオタショウテン","9970211","鶴岡市羽黒町手向字羽黒山33","","2021/06/01","鶴岡市"
"〇","","オオタ湯","オオタユ","9993701","東根市東根甲4461","","2021/10/25","東根市"
"","〇","大友屋旅館","オオトモヤリョカン","9960301","大蔵村大字南山505","","2021/10/05","大蔵村"
"〇","","大沼食堂","オオヌマショクドウ","9900859","山形市西原1-11-12","","2021/08/18","山形市"
"〇","〇","大原民宿","オオハラミンシュク","9900721","西川町大井沢1517","","2021/10/22","西川町"
"〇","","大番","オオバン","9902331","山形市飯田西4-4-12","","2021/08/31","山形市"
"","〇","おおみや旅館","オオミヤリョカン","9902301","山形市蔵王温泉46","","2021/06/28","山形市"
"〇","","大盛り食堂　わいわい亭","オオモリショクドウ　ワイワイテイ","9910041","寒河江市大字寒河江字塩水10-1","","2021/09/15","寒河江市"
"〇","","置賜俱楽部","オキタマクラブ","9900042","山形市七日町4-10-21","","2021/07/06","山形市"
"〇","","置賜総合支庁食堂","オキタマソウゴウシチョウショクドウ","9920012","米沢市金池7-1-50","","2021/10/12","米沢市"
"〇","","「おくのほそ道」赤倉ゆけむり館","オクノホソミチ　アカユユケムリカン","9996105","最上町大字富澤817-1","","2021/07/27","最上町"
"","〇","奥湯野浜温泉　龍の湯","オクユノハマオンセン　タツノユ","9971201","鶴岡市湯野浜2-4-47","","2021/07/13","鶴岡市"
"〇","","おぐにのマタギ","オグニノマタギ","9991351","小国町小国156","","2021/07/09","小国町"
"〇","","お好み食堂　金多楼","オコノミショクドウ　キンタロウ","9995402","金山町金山936-1","","2021/06/30","金山町"
"〇","","お好み鉄板酒家　好きやねん","オコノミテッパンサカヤ　スキヤネン","9900039","山形市香澄町2-5-2","七栄ビル2F","2021/10/05","山形市"
"〇","","お好み焼　なかまっこ","オコノミヤキ　ナカマッコ","9940021","天童市山元字若松2017","","2021/10/20","天童市"
"〇","","お好み焼き家ふうふぅ","オコノミヤキヤフウフゥ","9900892","山形市中野98-1","","2021/10/25","山形市"
"〇","","御食事処 八千代（ドライブイン）","オショクジドコロ ヤチヨ（ドライブイン）","9920477","南陽市梨郷625","","2021/09/21","南陽市"
"〇","","お食事処　葵","オショクジドコロ　アオイ","9993511","河北町谷地月山堂372-2","","2021/10/08","河北町"
"〇","","お食事処　味街道ゆ～Town店","オショクジドコロ　アジカイドウユ～タウンテン","9970342","鶴岡市三千刈字清和159","","2021/10/22","鶴岡市"
"〇","","お食事処　桂や","オショクジドコロ　カツラヤ","9970036","鶴岡市家中新町17-9","","2021/10/22","鶴岡市"
"〇","","お食事処　喜らく","オショクジドコロ　キラク","9940013","天童市老野森1-16-6","","2021/07/01","天童市"
"〇","","お食事処　SENKI　千起","オショクジドコロ　センキ　センキ","9960002","新庄市金沢字大道上2034","最上総合支庁","2021/05/24","新庄市"
"〇","","お食事処　伊達城","オショクジドコロ　ダテジョウ","9902163","山形市伊達城2-2-19","","2021/10/07","山形市"
"〇","","お食事処　とりみ亭","オショクジドコロ　トリミテイ","9998521","遊佐町吹浦町西浜2-69","","2021/06/14","遊佐町"
"〇","","お食事処　べにばな亭","オショクジドコロ　ベニバナテイ","9900039","山形市香澄町1-16-34","東口交通センター2F","2021/09/09","山形市"
"〇","","お食事処　北海","オショクジドコロ　ホッカイ","9902433","山形市鳥居ヶ丘9-7","","2021/06/24","山形市"
"〇","","お食事処　まるたけ","オショクジドコロ　マルタケ","9920025","米沢市通町8-2-87","","2021/08/16","米沢市"
"〇","","お食事処　みずき亭","オショクジドコロ　ミズキテイ","9910031","寒河江市本町1-2-23","","2021/06/02","寒河江市"
"〇","","御食事処いしい","オショクジドコロイシイ","9970211","鶴岡市羽黒町手向字聖山212-1","","2021/07/21","鶴岡市"
"〇","〇","お食事処・お泊り処・お湯処　ろばた","オショクジドコロオトマリドコロオユドコロロバタ","9902301","山形市蔵王温泉字川原42-5","","2021/05/08","山形市"
"〇","","御食事処　じんや","オショクジドコロジンヤ","9993163","上山市軽井沢1-7-6","","2021/07/30","上山市"
"〇","","お食事の店　来夢","オシヨクジノミセ　ライム","9930011","長井市館町北9-23","","2021/09/28","長井市"
"〇","","オステリア　イル　ペッシェ","オステリア イル ペッシェ","9900057","山形市宮町5-8-4","","2021/05/27","山形市"
"〇","","オステリア　エスト！","オステリア　エスト","9992211","南陽市赤湯823ｰ3","","2021/07/02","南陽市"
"〇","","Osteria Grato","オステリア　グラート","9992174","高畠町大字福沢244-2","","2021/09/16","高畠町"
"〇","","おせんそば","オセンソバ","9980859","酒田市大町8-13","","2021/09/17","酒田市"
"〇","","お惣菜とお食事の店　ヤマキチ","オソウザイトオショクジノミセ　ヤマキチ","9900301","山辺町大字山辺254","","2021/07/01","山辺町"
"〇","","おそば　焼鳥　うまいもの　たか松","オソバ　ヤキトリ　ウマイモノ　タカマツ","9940046","天童市田鶴町3-5-29","","2021/07/29","天童市"
"〇","","おそばと和食の店　糸柳","オソバトワショクノミセ　イトヤナギ","9992231","南陽市二色根7-29","","2021/09/14","南陽市"
"","〇","変若水の湯つたや","オチミズノユツタヤ","9900734","西川町志津10","","2021/08/25","西川町"
"〇","","Otto","オット","9996101","最上町向町794-15","","2021/08/23","最上町"
"〇","","おでん　ふくろ","オデン　フクロ","9900042","山形市七日町3-5-1","","2021/05/28","山形市"
"〇","","鬼がらし　江俣店","オニガラシ　エマタテン","9900861","山形市江俣3-18-28","","2021/09/13","山形市"
"〇","","鬼がらし　本店","オニガラシ　ホンテン","9902413","山形市南原町3-9-38","","2021/08/11","山形市"
"〇","","おにぎり　ろくさん","オニギリ　ロクサン","9993142","上山市沢丁1-12","","2021/09/01","上山市"
"","〇","小野川温泉　亀屋万年閣","オノガワオンセン　カメヤマンネンカク","9920076","米沢市小野川町2481","","2021/08/06","米沢市"
"","〇","小野川温泉　名湯の宿　吾妻荘","オノガワオンセン　メイトウノヤド　アヅマソウ","9920076","米沢市小野川町2471","","2021/05/28","米沢市"
"","〇","小野川温泉　やな川屋旅館","オノガワオンセン　ヤナガワヤリョカン","9920076","米沢市小野川町2486","","2021/09/15","米沢市"
"","〇","小野川温泉河鹿荘","オノガワオンセンカジカソウ","9920076","米沢市小野川町2070","","2021/06/25","米沢市"
"〇","","小野魚店","オノギョテン","9995521","真室川町大字大沢977-2","","2021/10/21","真室川町"
"〇","","おばこ食堂","オバコショクドウ","9970029","鶴岡市日吉町6-11","","2021/09/14","鶴岡市"
"〇","","おふくろの味　無限","オフクロノアジ　ムゲン","9993511","河北町谷地甲187-2","","2021/08/11","河北町"
"〇","","OFFRAMP ","オフランプ","9940015","天童市泉町1−1−8","第二川口ビル","2021/09/08","天童市"
"","〇","おふろ好きの宿　旅館　しゃくなげ荘","オフロズキノヤドリョカンシャクナゲソウ","9996105","最上町大字富澤850","","2021/07/30","最上町"
"〇","","オモニ石BB","オモニイシビービー","9900042","山形市七日町1-4-31","伊勢ビル2B","2021/06/08","山形市"
"〇","","おやさいcafe AOMUSHI","オヤサイカフェアオムシ","9960091","新庄市十日町6000-1","","2021/10/08","新庄市"
"〇","","おやじの気まぐれ","オヤジノキマグレ","9900042","山形市七日町1-2-56","","2021/06/11","山形市"
"〇","","お休み処　一福や","オヤスミトコロ　イップクヤ","9995402","金山町大字金山115-7","","2021/08/05","金山町"
"〇","","お休み処　Zuishin門","オヤスミドコロ　ズイシンモン","9970211","鶴岡市羽黒町手向字手向5","","2021/07/08","鶴岡市"
"〇","","おやつや　ゆう","オヤツヤ　ユウ","9970035","鶴岡市馬場町6-41","","2021/10/22","鶴岡市"
"","〇","お宿　大穀屋","オヤド　ダイコクヤ","9960301","大蔵村南山507","","2021/07/28","大蔵村"
"","〇","おやど森の音","オヤドモリノネ","9993145","上山市河崎字反田848","","2021/06/16","上山市"
"","〇","御宿やなだ屋","オヤドヤナダヤ","9994333","尾花沢市大字銀山新畑416","","2021/09/24","尾花沢市"
"","〇","おらが海の家","オラガウミノイエ","9980281","酒田市飛島勝浦乙157","","2021/10/15","酒田市"
"〇","","オリエンタルバルヤマガタ","オリエンタルバルヤマガタ","9900039","山形市香澄町2-1-4","土井ビル1F","2021/06/09","山形市"
