"業種(飲食業）","業種（宿泊業）","施設名称","施設名称カナ","施設郵便番号","施設住所","施設住所(方書)","認証日","施設住所市町村"
"","〇","ホテルウィークリー的場","ホテルウィークリーマトバ","9930041","長井市九野本326-7","","2021/05/13","長井市"
"","〇","ホテル王将","ホテルオウショウ","9940025","天童市鎌田本町1-1-14","","2021/08/18","天童市"
"〇","〇","ホテルおとわ","ホテルオトワ","9920027","米沢市駅前2-1-40","","2021/10/11","米沢市"
"","〇","ホテルオークヒル","ホテルオークヒル","9902301","山形市蔵王温泉756","","2021/08/05","山形市"
"","〇","ホテルキャッスル","ホテルキャッスル","9900031","山形市十日町4-2-7","","2021/06/10","山形市"
"","〇","ホテルキャピタルイン山形","ホテルキャピタルインヤマガタ","9900038","山形市幸町12-36","","2021/10/22","山形市"
"","〇","ホテル喜らく","ホテルキラク","9902301","山形市蔵王温泉字川前935-25","","2021/06/14","山形市"
"","〇","ホテルクラウンヒルズ山形","ホテルクラウンヒルズヤマガタ","9900039","山形市香澄町1-10-1","ブリーズベイ山形ビル3階","2021/09/24","山形市"
"","〇","ホテルグリーントーホク","ホテルグリーントーホク","9900031","山形市十日町1-8-9","","2021/06/08","山形市"
"","〇","ホテル紅葉館","ホテルコウヨウカン","9995205","鮭川村大字中渡1314-1","","2021/07/16","鮭川村"
"","〇","ホテルサンチェリー","ホテルサンチェリー","9910031","寒河江市本町1-2-23","","2021/09/02","寒河江市"
"","〇","ホテルサンリゾート庄内","ホテルサンリゾートショウナイ","9997464","鶴岡市由良3-17-21","","2021/05/18","鶴岡市"
"","〇","ホテル　シェーネスハイム金山","ホテルシェーネスハイム　カネヤマ","9995401","金山町大字有屋1400","","2021/07/01","金山町"
"","〇","ホテル自然観","ホテルシゼンカン","9901574","朝日町白倉745-1","","2021/08/19","朝日町"
"","〇","ホテルシンフォニーアネックス","ホテルシンフォニーアネックス","9910041","寒河江市寒河江久保11","","2021/09/10","寒河江市"
"","〇","ホテルシンフォニー本館","ホテルシンフォニーホンカン","9910053","寒河江市元町1-3-13","","2021/07/20","寒河江市"
"","〇","HOTELSTAYIN山王プラザ","ホテルステイインサンノウプラザ","9970028","鶴岡市山王町6-8","","2021/07/27","鶴岡市"
"","〇","ホテルステイイン七日町","ホテルステイインナノカマチ","9900042","山形市七日町2-7-10","","2021/08/05","山形市"
"","〇","ホテルタウンサガエ","ホテルタウンサガエ","9910031","寒河江市本町3-4-8","","2021/08/05","寒河江市"
"","〇","ホテルつたや","ホテルツタヤ","9920031","米沢市大町3-1-20","","2021/09/01","米沢市"
"","〇","ホテルテトラリゾート鶴岡","ホテルテトラリゾートツルオカ","9971117","鶴岡市下川字東海林場358-3","","2021/08/05","鶴岡市"
"","〇","ホテルビューくろだ","ホテルビュークロダ","9940024","天童市鎌田1-3-11","","2021/06/02","天童市"
"","〇","ホテル平成","ホテルヘイセイ","9920033","米沢市福田町1-1-8","","2021/06/11","米沢市"
"","〇","ホテルベネックス米沢","ホテルベネックスヨネザワ","9920039","米沢市門東町3-2-16","","2021/06/23","米沢市"
"","〇","ホテル松金屋アネックス","ホテルマツカネヤアネックス","9902301","山形市蔵王温泉1267-16","","2021/06/08","山形市"
"","〇","ホテルメトロポリタン山形","ホテルメトロポリタンヤマガタ","9900039","山形市香澄町1-1-1","","2021/05/10","山形市"
"〇","","ホテルメトロポリタン山形　ブラッスリー＆バー　「ラ　ガレ」","ホテルメトロポリタンヤマガタ　ブラッスリーアンドバー　ラ　ガレ","9900039","山形市香澄町1-1-1","","2021/05/10","山形市"
"〇","","ホテルメトロポリタン山形　日本料理・鉄板焼　「最上亭」","ホテルメトロポリタンヤマガタ　二ホンリョウリ・テッパンヤキ　モガミテイ","9900039","山形市香澄町1-1-1","","2021/05/10","山形市"
"","〇","ホテルリッチ&ガーデン酒田","ホテルリッチアンドガーデンサカタ","9980834","酒田市若竹町1-1-1","","2021/06/10","酒田市"
"〇","","ホテルリッチ&ガーデン酒田内　レストランふきのとう","ホテルリッチアンドガーデンサカタナイ　レストランフキノトウ","9980834","酒田市若竹町1-1-1","","2021/06/10","酒田市"
"","〇","ホテルルーセントタカミヤ","ホテルルーセントタカミヤ","9902301","山形市蔵王温泉942","","2021/09/13","山形市"
"","〇","ホテルルートイン新庄駅前","ホテルルートインシンジョウエキマエ","9960002","新庄市金沢1109-6","","2021/10/18","新庄市"
"","〇","ホテルルートイン鶴岡インター","ホテルルートインツルオカインター","9970047","鶴岡市大塚町12-26","","2021/09/16","鶴岡市"
"","〇","ホテルルートイン山形南　-大学病院前-","ホテルルートインヤマガタミナミ　-ダイガクビョウインマエ-","9902331","山形市飯田西1-1-11","","2021/10/19","山形市"
"〇","","穂波街道　緑のイスキア","ホナミカイドウ　ミドリノイスキア","9970161","鶴岡市羽黒町押口字川端37-7","","2021/07/08","鶴岡市"
"","〇","ほほえみの空湯舟　つるや","ホホエミノクウユフツルヤ","9940025","天童市鎌田本町2-5-14","","2021/06/04","天童市"
"","〇","ほほえみの宿滝の湯","ホホエミノヤドタキノユ","9940025","天童市鎌田本町1-1-30","","2021/07/08","天童市"
"","〇","保養所　むつみ荘","ホヨウジョ　ムツミソウ","9992211","南陽市赤湯233-1","","2021/07/07","南陽市"
"","〇","ほり旅館","ホリリョカン","9997464","鶴岡市由良2-3-33","","2021/09/17","鶴岡市"
"〇","","ホルモン・冷麺　MAIDO","ホルモン　レイメン　マイド","9900042","山形市七日町2-3-4","","2021/06/21","山形市"
"〇","","ホルモン居酒屋　てんま分店","ホルモンイザカヤ　テンマブンテン","9900828","山形市双葉町2-1-71","","2021/09/16","山形市"
"〇","","ホルモン喜て家","ホルモンキテヤ","9960035","新庄市鉄砲町7-13","","2021/10/11","新庄市"
"〇","","ホルモンたかみ","ホルモンタカミ","9980051","酒田市高見台2-2-2","","2021/07/28","酒田市"
"〇","","ほろよい処　花ふぶき","ホロヨイドコロ　ハナフブキ","9993511","河北町谷地甲85","","2021/08/31","河北町"
"〇","","本格手打 田毎","ホンカクテウチタゴト","9980037","酒田市日吉町2-1-14","","2021/06/23","酒田市"
"","〇","本館三春屋","ホンカンミハルヤ","9960301","大蔵村南山497","","2021/09/08","大蔵村"
"〇","","香港飯店","ホンコンハンテン","9960001","新庄市五日町1318-3","","2021/10/12","新庄市"
"〇","","本町金六","ホンチョウキンロク","9900043","山形市本町2-1-20","1F","2021/05/31","山形市"
"〇","","本町バル　ハレトケ","ホンチョウバル　ハレトケ","9970034","鶴岡市本町2-2-17","","2021/10/21","鶴岡市"
"〇","","本場ギョーザ　一品料理　ふらっと","ホンバギョウザ　イッピンリョウリ　フラット","9980023","酒田市幸町2-3-1","","2021/09/14","酒田市"
"〇","","本場ちゃんこ関取","ホンバチャンコセキトリ","9900042","山形市七日町2-3-30","","2021/09/17","山形市"
"〇","","BOTA　coffee","ボタコーヒー","9900042","山形市七日町2-7-18","","2021/06/03","山形市"
"〇","","Bonheur（ボヌール）","ボヌール","9902321","山形市みはらしの丘4-15-40","","2021/06/04","山形市"
"〇","","BOBA TEA","ボバ　ティー","9970031","鶴岡市錦町10-23","","2021/10/22","鶴岡市"
"〇","","ボルドー","ボルドー","9900042","山形市七日町2-1-26","","2021/09/10","山形市"
"〇","","ボンシュール","ボンシュール","9902163","山形市伊達城1-6-6","","2021/06/21","山形市"
"〇","","ボンむらやま泉町店","ボンムラヤマイズミチョウテン","9940015","天童市泉町1-13-14","","2021/10/12","天童市"
"〇","","ボンむらやま天童中店","ボンムラヤマテンドウナカテン","9940031","天童市天童中3-1-21","","2021/10/12","天童市"
"〇","","ボンむらやま東根店","ボンムラヤマヒガシネテン","9993712","東根市大森2-2-5","","2021/10/12","東根市"
"〇","","ボートハウス","ボートハウス","9950023","村山市東沢7111","","2021/08/30","村山市"
"〇","","ぽっぽの湯内　ぽっぽ食堂","ポッポノユナイ　ポッポショクドウ","9997621","鶴岡市長沼宮前266-1","","2021/07/13","鶴岡市"
"〇","","ポパイ&オリーブ","ポパイアンドオリーブ","9910031","寒河江市本町1-2-27","","2021/09/02","寒河江市"
"〇","","ぽろぽろかん工房　カフェレストランいの和","ポロポロカンコウボウ　カフェレストランイノワ","9902232","山形市大字下東山997-1","","2021/06/29","山形市"
"〇","","PoisoN","ポワゾン","9920045","米沢市中央1-4-16","ダイヤモンドビル1F","2021/09/01","米沢市"
"〇","","舞娘茶屋　相馬樓","マイコチャヤ　ソウマロウ","9980037","酒田市日吉町1-2-20","","2021/05/31","酒田市"
"","〇","まいづるや","マイヅルヤ","9900734","西川町志津11","","2021/07/06","西川町"
"〇","","マグダレンカ","マグダレンカ","9900823","山形市下条町2-4-16","","2021/06/25","山形市"
"〇","","まぐろ亭いのまた","マグロテイイノマタ","9900042","山形市七日町2-3-12","ホーユービル2F","2021/05/26","山形市"
"〇","","まごころ茶屋　三代目　兵六玉","マゴコロヂャヤサンダイメヒョウロクダマ","9980044","酒田市中町2-1-9","","2021/05/11","酒田市"
"〇","","正福","マサフク","9993511","河北町谷地荒町東2-9-8","","2021/10/14","河北町"
"〇","","まじゃれ茶や","マジャレチャヤ","9996105","最上町富澤819-9","","2021/09/07","最上町"
"〇","","マタタビcafe","マタタビカフェ","9900073","山形市大野目2-5-38","","2021/07/08","山形市"
"〇","","麻檀夢　華苔","マダム　カタイ","9980037","酒田市日吉町2-1-30","","2021/06/14","酒田市"
"〇","","街角交流施設　マルコの蔵","マチカドコウリュウシセツ　マルコノクラ","9995402","金山町大字金山363-2","","2021/07/01","金山町"
"〇","","街なかマーケット　北前屋","マチナカマーケット　キタマエヤ","9900042","山形市七日町1-2-50","1F南","2021/09/24","山形市"
"〇","","町屋　き乃川","マチヤ　キノカワ","9994601","舟形町舟形109","","2021/09/22","舟形町"
"〇","","町家Cafe　ちゃいはな","マチヤカフェ　チャイハナ","9900024","山形市あさひ町10-16","","2021/07/12","山形市"
"〇","","マッシュルームスタンド舟形","マッシュルームスタンドフナガタ","9994601","舟形町舟形字向山2791-1","","2021/09/09","舟形町"
"","〇","松井旅館","マツイリョカン","9960301","大蔵村南山491","","2021/10/14","大蔵村"
"〇","","まつのや","マツノヤ","9920831","白鷹町大字荒砥甲689-14","","2021/10/20","白鷹町"
"〇","","松乃家","マツノヤ","9970034","鶴岡市本町1-3-20","","2021/05/20","鶴岡市"
"","〇","松葉館","マツバカン","9996211","最上町大字大堀1037","","2021/08/18","最上町"
"〇","","松林食堂","マツバヤシショクドウ","9971117","鶴岡市下川字窪畑1-53","","2021/06/22","鶴岡市"
"〇","","松山競馬場　レストラン大手門","マツヤマケイバジョウ　レストランオオテモン","9996852","酒田市相沢字道脇325-1","","2021/09/03","酒田市"
"〇","〇","まむろ川温泉　梅里苑","マムロガワオンセン　バイリエン","9995311","真室川町平岡894-2","","2021/06/16","真室川町"
"〇","","マリノ","マリノ","9900038","山形市幸町5-1","1Ｆ","2021/10/20","山形市"
"〇","","まりぽーさ","マリポーサ","9900042","山形市七日町1-4-29","伊勢ビル1F","2021/07/30","山形市"
"〇","","丸喜多","マルキタ","9900042","山形市七日町3-3-32","","2021/10/05","山形市"
"〇","","丸源","マルゲン","9900042","山形市七日町3-3-32","","2021/10/05","山形市"
"〇","","丸三","マルサン","9920472","南陽市宮内2596","","2021/09/07","南陽市"
"〇","","マルシン食堂","マルシンショクドウ","9993776","東根市大字羽入2799","","2021/10/20","東根市"
"〇","","まる膳","マルゼン","9980044","酒田市中町2-3-23","","2021/08/30","酒田市"
"〇","","マーガレット","マーガレット","9900042","山形市七日町4-7-2","","2021/06/25","山形市"
"〇","","マーキガルニ","マーキガルニ","9900039","山形市香澄町2-1-2","","2021/05/28","山形市"
"〇","","MERCY(マーシー)","マーシー","9900031","山形市十日町4-1-7","パークサイドフローリストビル3F","2021/09/09","山形市"
"〇","","水茶屋ごすけ","ミズチャヤゴスケ","9996731","酒田市田沢字寺の下37","","2021/09/03","酒田市"
"〇","","水辺のカフェ　アフタヌーン　ティー","ミズベノカフェ　アフタヌーン　ティー","9980112","酒田市浜中字八間山167-22","","2021/05/18","酒田市"
"〇","","みそのそばや","ミソノソバヤ","9993144","上山市石崎1-4-19","","2021/08/06","上山市"
"〇","","道の駅　あさひまち　内　ふくろう村","ミチノエキ　アサヒマチ　ナイ　フクロウムラ","9901411","朝日町和合2724","","2021/09/14","朝日町"
"〇","","道の駅白鷹ヤナ公園　あゆ茶屋","ミチノエキシラタカヤナコウエン　アユチャヤ","9920862","白鷹町下山661-1","","2021/09/17","白鷹町"
"〇","","道の駅たかはた　レストラン縄文","ミチノエキタカハタ　レストランジョウモン","9920302","高畠町大字安久津2072-1","","2021/08/03","高畠町"
"〇","","道の駅鳥海ふらっと　食堂・ファーストフードコーナー・ラーメン「味の駅」・ベーカリー「ほっほ」","ミチノエキチョウカイフラット　ショクドウ・・ファーストフードコーナー・ラーメン「アジノエキ」・ベーカリー「ホッホ」","9998531","遊佐町菅里字菅野308-1","","2021/07/27","遊佐町"
"〇","","道の駅にしかわ　月山銘水館レストラン","ミチノエキニシカワガッサンメイスイカンレストラン","9900742","西川町大字水沢2304","","2021/09/24","西川町"
"〇","","道の駅むらやま（フードコーナー）","ミチノエキムラヤマ（フードコーナー）","9950025","村山市大字楯岡7635-1","","2021/10/25","村山市"
"〇","","道の駅米沢　牛毘亭","ミチノエキヨネザワ　ギュウビテイ","9920117","米沢市大字川井1039-1","道の駅米沢内","2021/06/14","米沢市"
"〇","","道の駅米沢　謙信亭","ミチノエキヨネザワ　ケンシンテイ","9920117","米沢市大字川井1039-1","道の駅米沢内","2021/06/14","米沢市"
"〇","","道の駅米沢　十割庵","ミチノエキヨネザワ　トワリアン","9920117","米沢市大字川井1039-1","道の駅米沢内","2021/06/14","米沢市"
"〇","","道の駅米沢　毘沙門","ミチノエキヨネザワ　ビシャモン","9920117","米沢市大字川井1039-1","道の駅米沢内","2021/06/14","米沢市"
"〇","","道の駅米沢　FOOD PIT","ミチノエキヨネザワ　フードピット","9920117","米沢市大字川井1039-1","道の駅米沢内","2021/06/14","米沢市"
"〇","","みちのく食堂","ミチノクショクドウ","9996105","最上町大字冨澤929","","2021/06/09","最上町"
"〇","","みつわ会","ミツワカイ","9996102","最上町大字東法田417","","2021/07/27","最上町"
"〇","","味と美","ミトミ","9920012","米沢市金池1-5-26","","2021/09/27","米沢市"
"〇","","みどり食堂","ミドリショクドウ","9970046","鶴岡市みどり町13-17","","2021/08/26","鶴岡市"
"〇","","美どり亭","ミドリテイ","9900703","西川町間沢53-1","","2021/10/04","西川町"
"〇","","緑のイスキア　ジェラート工房「みどりちゃん」","ミドリノイスキア　ジェラートコウボウ「ミドリチャン」","9970161","鶴岡市羽黒町押口字川端37-7","","2021/07/08","鶴岡市"
"〇","","緑の迎賓館　ANGELINA","ミドリノゲイヒンカン　アンジェリーナ","9940028","天童市鍬ノ町2-1-50","","2021/06/16","天童市"
"〇","","みどりのしづく","ミドリノシヅク","9900041","山形市緑町2-10-41","","2021/09/22","山形市"
"","〇","みどりや旅館","ミドリヤリョカン","9996105","最上町大字冨澤847","","2021/07/30","最上町"
"〇","","湊pan","ミナトパン","9980864","酒田市新橋2-9-1","","2021/08/30","酒田市"
"","〇","港旅館","ミナトリョカン","9980281","酒田市飛島勝浦乙1-110","","2021/08/20","酒田市"
"〇","","南","ミナミ","9902463","山形市富の中1-1-1","","2021/07/07","山形市"
"〇","","南銀座　池田　お食事処「蝶や」","ミナミギンザ　イケダ　オショクジドコロ　チョウヤ","9970034","鶴岡市本町2-2-27","","2021/07/20","鶴岡市"
"〇","","みなみのとんとん","ミナミノトントン","9902451","山形市吉原3-1-1","","2021/08/04","山形市"
"〇","","美穂","ミホ","9960025","新庄市若葉町18-7","","2021/08/31","新庄市"
"〇","","美森マルシェ","ミモリマルシェ","9991332","小国町町原45-1","","2021/10/14","小国町"
"","〇","深山荘　高見屋","ミヤマソウ　タカミヤ","9902301","山形市蔵王温泉54","","2021/09/16","山形市"
"〇","","ミュージックパブ音魂","ミュージックパブオンタマ","9920045","米沢市中央1-4-8","シュガー第3ビル2F","2021/07/14","米沢市"
"〇","","みよしや","ミヨシヤ","9991351","小国町大字小国町154","","2021/09/13","小国町"
"〇","","味楽処　寶千","ミラクドコロ　ホウセン","9970832","鶴岡市青柳町23-12","","2021/06/24","鶴岡市"
"","〇","民宿　咲","ミンシュク　サキ","9997126","鶴岡市鼠ケ関乙24","","2021/08/26","鶴岡市"
"","〇","民宿　丸武","ミンシュク　マルタケ","9997126","鶴岡市鼠ヶ関1-3","","2021/07/07","鶴岡市"
"","〇","民宿奥川入","ミンシュクオクカワイ","9991522","小国町大字小玉川576","","2021/08/27","小国町"
"","〇","民宿さいとう","ミンシュクサイトウ","9991452","小国町五味沢1085","","2021/08/06","小国町"
"","〇","民宿　さくお","ミンシュクサクオ","9900721","西川町大字大井沢1522-1","","2021/09/24","西川町"
"","〇","民宿　たなか　ふきのとう","ミンシュクタナカ　フキノトウ","9996403","戸沢村角川1316-2","","2021/09/03","戸沢村"
"","〇","民宿みのり荘","ミンシュクミノリソウ","9980281","酒田市飛島字勝浦乙152","","2021/10/19","酒田市"
"〇","","みんなのガールズバー　Pinky","ミンナノガールズバー　ピンキー","9900042","山形市七日町2-7-24","パシフィックビル2F","2021/07/28","山形市"
"","〇","民謡の宿　あづまや","ミンヨウノヤド　アヅマヤ","9993702","東根市温泉町2-2-2","","2021/09/17","東根市"
"〇","","meatdish はずき","ミートディッシュ　ハズキ","9996711","酒田市飛鳥字堂之後90-8","","2021/09/28","酒田市"
"","〇","村上屋旅館","ムラカミヤリョカン","9970034","鶴岡市本町1-2-17","","2021/06/21","鶴岡市"
"","〇","村山西口ホテル","ムラヤマニシグチホテル","9950038","村山市駅西3-20","","2021/08/03","村山市"
"〇","","Moon river","ムーンリバー","9900042","山形市七日町2-2-9","鈴木ビル1F　北","2021/05/18","山形市"
"","〇","名月荘","メイゲツソウ","9993242","上山市葉山5-50","","2021/05/13","上山市"
"〇","","名人の湯（カフェ）","メイジンノユ（カフェ）","9993156","上山市湯町4-7","","2021/10/04","上山市"
"〇","","名代そば処　福原屋","メイダイソバドコロ　フクハラヤ","9994229","尾花沢市横町1-3-1","","2021/08/17","尾花沢市"
"","〇","名湯舎　創","メイトウヤ　ソウ","9902301","山形市蔵王温泉48","","2021/08/05","山形市"
"〇","","メッセージ","メッセージ","9900042","山形市七日町2-3-1","共栄ビル2-Ｃ","2021/10/18","山形市"
"〇","","めん工房　さらしな","メンコウボウ　サラシナ","9980842","酒田市亀ヶ崎5-4-40","","2021/06/14","酒田市"
"〇","","麵工房　華みずき","メンコウボウ　ハナミズキ","9900886","山形市嶋南3-14-25","","2021/08/11","山形市"
"〇","","麺's きっちん","メンズキッチン","9993720","東根市さくらんぼ駅前3-9-2","","2021/09/03","東根市"
"〇","","めん蔵 長井店","メンゾウ　ナガイテン","9930013","長井市館町南9-64","","2021/10/07","長井市"
"〇","","めん蔵+GOMAZO","メンゾウ　プラス　ゴマゾウ","9900810","山形市馬見ヶ崎1-6-8","","2021/10/11","山形市"
"〇","","めん蔵三川店","メンゾウミカワテン","9971316","三川町大字猪子字和田庫128-1","イオンモール三川店内","2021/10/20","三川町"
"〇","","麺辰","メンタツ","9902422","山形市中桜田2-5-5","","2021/08/10","山形市"
"〇","","麺藤田","メンドウダ","9900039","山形市香澄町1-7-1","","2021/05/27","山形市"
"〇","","麵処　あべ","メンドコロ　アベ","9980834","酒田市若竹町1-13-20","","2021/10/04","酒田市"
"〇","","めん処　大もり家","メンドコロ　オオモリヤ","9902231","山形市大森402-16","","2021/07/27","山形市"
"〇","","メンバーズ天","メンバーズテン","9900039","山形市香澄町1-13-16","3F","2021/09/27","山形市"
"〇","","麺PEACE","メンピース","9960023","新庄市沖の町2-12","","2021/09/14","新庄市"
"〇","","麺武者","メンムシャ","9960001","新庄市五日町字清水川1280-37","","2021/08/20","新庄市"
"〇","","麺屋　新三","メンヤ　シンザン","9980022","酒田市駅東2-2-10","","2021/07/02","酒田市"
"〇","","麺屋いたがき","メンヤイタガキ","9970816","鶴岡市文園町1-29","","2021/06/25","鶴岡市"
"〇","","めんや縁","メンヤエン","9900071","山形市流通センター2-3","山形流通団地会館内","2021/10/01","山形市"
"〇","","麺や兼蔵","メンヤケンゾウ","9992211","南陽市赤湯823-4","パリエンテナント1F","2021/10/14","南陽市"
"〇","","麺屋酒田　ほなみ店","メンヤサカタ　ホナミテン","9970862","鶴岡市ほなみ町11-13","","2021/10/25","鶴岡市"
"〇","","麺屋へえべ","メンヤヘエベ","9990213","川西町大字尾長島858-1","","2021/09/28","川西町"
"〇","","麺家わたべ","メンヤワタベ","9992178","高畠町大字上平柳2010-2","","2021/09/07","高畠町"
"〇","","最上川","モガミガワ","9900042","山形市七日町4-16-26","","2021/07/21","山形市"
"","〇","最上高湯　善七乃湯","モガミタカユ　ゼンシチノユ","9902301","山形市蔵王温泉荒敷825","","2021/08/27","山形市"
"","〇","最上屋旅館","モガミヤリョカン","9994116","大石田町駅前通り8-7","","2021/07/15","大石田町"
"〇","","茂木食堂","モギショクドウ","9990121","川西町上小松1644","","2021/05/31","川西町"
"〇","","MOKU cafe","モク　カフェ","9900039","山形市香澄町3-6-5","2F","2021/06/08","山形市"
"〇","","木蓮","モクレン","9900042","山形市七日町3-2-26","鈴木ビル2F","2021/08/20","山形市"
"〇","","モスバーガー 酒田南店","モスバーガー　サカタミナミテン","9980831","酒田市両羽町7-2","","2021/10/08","酒田市"
"〇","","モスバーガー 寒河江店","モスバーガー　サガエテン","9910003","寒河江市西根字上川原225-1","","2021/10/06","寒河江市"
"〇","","モスバーガー さくらんぼ東根駅前店","モスバーガー　サクランボヒガシネエキマエテン","9993716","東根市さくらんぼ駅前1-7-23","","2021/10/05","東根市"
"〇","","モスバーガー　新庄店","モスバーガー　シンジョウテン","9960001","新庄市五日町字清水川1311-1","","2021/09/27","新庄市"
"〇","","モスバーガー 鶴岡店","モスバーガー　ツルオカテン","9970003","鶴岡市大字文下字広野12","","2021/10/08","鶴岡市"
"〇","","モスバーガー 天童店","モスバーガー　テンドウテン","9940024","天童市大字山元字鎌田2588","","2021/10/06","天童市"
"〇","","モスバーガー 山形駅前大通り店","モスバーガー　ヤマガタエキマエオオドオリテン","9900039","山形市香澄町2-2-41","","2021/09/30","山形市"
"〇","","モスバーガー 山形北店","モスバーガー　ヤマガタキタテン","9900810","山形市馬見ヶ崎2-11-18","","2021/09/30","山形市"
"〇","","モスバーガー 山形桜田店","モスバーガー　ヤマガタサクラダテン","9902321","山形市桜田西2-1-7","","2021/09/30","山形市"
"〇","","モスバーガー 山形七日町店","モスバーガー　ヤマガタナノカマチテン","9900043","山形市本町2-4-19","","2021/09/30","山形市"
"〇","","モスバーガー 山形西バイパス店","モスバーガー　ヤマガタニシバイパステン","9900832","山形市城西町5-35-62","","2021/09/30","山形市"
"〇","","餅・居酒屋　水里","モチイザカヤミサト","9900861","山形市江俣1-6-21","","2021/07/15","山形市"
"〇","","もちや","モチヤ","9990214","川西町吉田3642-2","","2021/10/25","川西町"
"〇","","もつや","モツヤ","9902432","山形市荒楯町1-12-30","","2021/09/06","山形市"
"〇","","もつ焼陣八","モツヤキジンパチ","9992211","南陽市赤湯395","","2021/09/24","南陽市"
"〇","","百福亭","モモフクテイ","9992211","南陽市赤湯2926-2","","2021/08/31","南陽市"
"〇","","森の中のかくれ家レストラン　ローズガーデン","モリノナカノカクレガレストラン　ローズガーデン","9920012","米沢市金池8-4-10","","2021/06/10","米沢市"
"","〇","森の湯","モリノユ","9992211","南陽市赤湯548","","2021/06/17","南陽市"
"〇","","門前つくも支店","モンゼンツクモシテン","9902463","山形市富の中2-1-1","","2021/08/10","山形市"
"〇","","やきとり　くし童","ヤキトリ　クシドウ","9940025","天童市鎌田本町1-3-15","と横丁内","2021/06/09","天童市"
"〇","","やきとり　けやき","ヤキトリ　ケヤキ","9910043","寒河江市大字寒河江字鶴田20-1","","2021/08/11","寒河江市"
"〇","","やきとり　孝四郎","ヤキトリ　コウシロウ","9900039","山形市香澄町1-5-3","2F","2021/05/31","山形市"
"〇","","焼鳥　しんち","ヤキトリ　シンチ","9980865","酒田市北新橋1-11-2","","2021/09/03","酒田市"
"〇","","やきとり　順","ヤキトリ　ジュン","9998235","酒田市観音寺字町後19-1","","2021/09/07","酒田市"
"〇","","やきとり　すずめ","ヤキトリ　スズメ","9900832","山形市城西町2-12-7","","2021/10/04","山形市"
"〇","","焼き鳥　とりひろ","ヤキトリ　トリヒロ","9900042","山形市七日町1-2-55","YTビル　アンフィニ1F","2021/10/15","山形市"
"〇","","焼鳥　二代","ヤキトリ　ニダイ","9990091","新庄市十日町567-18","","2021/10/19","新庄市"
"〇","","やきとり　ばん","ヤキトリ　バン","9970812","鶴岡市長者町18-4","","2021/06/07","鶴岡市"
"〇","","焼き鳥　英","ヤキトリ　ヒデ","9992211","南陽市赤湯262","","2021/06/10","南陽市"
"〇","","やきとり　ぶんちゃん","ヤキトリ　ブンチャン","9900401","中山町長崎885-1","","2021/07/29","中山町"
"〇","","焼とり　孫ちゃん","ヤキトリ　マゴチャン","9998232","酒田市市条字荒瀬96","","2021/10/12","酒田市"
"〇","","焼き鳥　宮壱","ヤキトリ　ミヤイチ","9996101","最上町大字向町644-9","","2021/07/08","最上町"
"〇","","やきとり　山","ヤキトリ　ヤマ","9970334","鶴岡市丸岡字町の内291-19","","2021/09/27","鶴岡市"
"〇","","やきとり山丸横尾","ヤキトリ　ヤママルヨコオ","9910031","寒河江市本町2-9-25","","2021/09/15","寒河江市"
"〇","","やきとり一丁目","ヤキトリイッチョウメ","9902461","山形市南館1-1-29","","2021/09/22","山形市"
"〇","","やきとりきん太","ヤキトリキンタ","9900042","山形市七日町2-3-5","","2021/08/04","山形市"
"〇","","焼き鳥倉沢屋","ヤキトリクラサワヤ","9970035","鶴岡市馬場町8-3","","2021/07/08","鶴岡市"
"〇","","焼きとりこいこい","ヤキトリコイコイ","9910023","寒河江市丸内3-7-5","","2021/10/19","寒河江市"
"〇","","やきとり小柳地下店","ヤキトリコヤギチカテン","9900039","山形市香澄町1-7-11","タンノビル地下1F","2021/07/20","山形市"
"〇","","やきとり小柳七日町店","ヤキトリコヤギナヌカマチテン","9900042","山形市七日町2-4-16","熊谷ビル1F","2021/07/20","山形市"
"〇","","やきとり小柳本店","ヤキトリコヤギホンテン","9900039","山形市香澄町1-9-6","","2021/07/20","山形市"
"〇","","やきとり佐兵衛","ヤキトリサへエ","9900831","山形市西田1-2-8","","2021/07/13","山形市"
"〇","","やきとり酒場とり幸","ヤキトリサカバトリコウ","9900067","山形市花楯2-2-20","","2021/06/23","山形市"
"〇","","やきとり佐門","ヤキトリサモン","9900042","山形市七日町4-16-1","","2021/09/08","山形市"
"〇","","やきとり庄ちゃん","ヤキトリショウチャン","9910053","寒河江市元町2-6-4","","2021/10/19","寒河江市"
"〇","","やきとり大吉　山形緑町店","ヤキトリダイキチヤマガタミドリマチテン","9900041","山形市緑町4-26-28","","2021/08/17","山形市"
"〇","","やきとり大吉吉原店","ヤキトリダイキチヨシハラテン","9902453","山形市若宮1-3-17","フォレストハート2南","2021/09/14","山形市"
"〇","","やきとり長作","ヤキトリチョウサク","9960023","新庄市沖の町10-57","","2021/06/24","新庄市"
"〇","","焼鳥とり香","ヤキトリトリコウ","9910041","寒河江市大字寒河江字石田42-6","","2021/06/29","寒河江市"
"〇","","やきとり鳥舟","ヤキトリトリフネ","9960025","新庄市若葉町14-4","","2021/06/08","新庄市"
"〇","","焼き鳥とワイン　彩鳥","ヤキトリトワイン　イロドリ","9900042","山形市七日町3-3-31","","2021/07/01","山形市"
"〇","","焼鳥ホルモン堀","ヤキトリホルモン　ホリ","9995402","金山町大字金山468-22","","2021/07/20","金山町"
